,pokedex_number,name,generation,status,type_1,type_2,height_m,weight_kg,total_points,hp,attack,defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
252,205,Forretress,2,Normal,Bug,Steel,1.2,125.8,465,75,90,140,40,75.0,70.0,163.0,Medium Fast,20.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
253,206,Dunsparce,2,Normal,Normal,,1.5,14.0,415,100,70,70,45,190.0,70.0,145.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
254,207,Gligar,2,Normal,Ground,Flying,1.1,64.8,430,65,75,105,85,60.0,70.0,86.0,Medium Slow,20.0,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
255,208,Steelix,2,Normal,Steel,Ground,9.2,400.0,510,75,85,200,30,25.0,70.0,179.0,Medium Fast,25.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
257,209,Snubbull,2,Normal,Fairy,,0.6,7.8,300,60,80,50,30,190.0,70.0,60.0,Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
258,210,Granbull,2,Normal,Fairy,,1.4,48.7,450,90,120,75,45,75.0,70.0,158.0,Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
259,211,Qwilfish,2,Normal,Water,Poison,0.5,3.9,440,65,95,85,85,45.0,70.0,88.0,Medium Fast,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
260,212,Scizor,2,Normal,Bug,Steel,1.8,118.0,500,70,130,100,65,25.0,70.0,175.0,Medium Fast,25.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
262,213,Shuckle,2,Normal,Bug,Rock,0.6,20.5,505,20,10,230,5,190.0,70.0,177.0,Medium Slow,20.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
263,214,Heracross,2,Normal,Bug,Fighting,1.5,54.0,500,80,125,75,85,45.0,70.0,175.0,Slow,25.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0
265,215,Sneasel,2,Normal,Dark,Ice,0.9,28.0,430,55,95,55,115,60.0,35.0,86.0,Medium Slow,20.0,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0
266,216,Teddiursa,2,Normal,Normal,,0.6,8.8,330,60,80,50,40,120.0,70.0,66.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
267,217,Ursaring,2,Normal,Normal,,1.8,125.8,500,90,130,75,55,60.0,70.0,175.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
268,218,Slugma,2,Normal,Fire,,0.7,35.0,250,40,40,40,20,190.0,70.0,50.0,Medium Fast,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
269,219,Magcargo,2,Normal,Fire,Rock,0.8,55.0,430,60,50,120,30,75.0,70.0,151.0,Medium Fast,20.0,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
270,220,Swinub,2,Normal,Ice,Ground,0.4,6.5,250,50,50,40,50,225.0,70.0,50.0,Slow,20.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
271,221,Piloswine,2,Normal,Ice,Ground,1.1,55.8,450,100,100,80,50,75.0,70.0,158.0,Slow,20.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
272,222,Corsola,2,Normal,Water,Rock,0.6,5.0,410,65,55,95,35,60.0,70.0,144.0,Fast,20.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
274,223,Remoraid,2,Normal,Water,,0.6,12.0,300,35,65,35,65,190.0,70.0,60.0,Medium Fast,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
275,224,Octillery,2,Normal,Water,,0.9,28.5,480,75,105,75,45,75.0,70.0,168.0,Medium Fast,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
276,225,Delibird,2,Normal,Ice,Flying,0.9,16.0,330,45,55,45,75,45.0,70.0,116.0,Fast,20.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,1.0
277,226,Mantine,2,Normal,Water,Flying,2.1,220.0,485,85,40,70,70,25.0,70.0,170.0,Slow,25.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
278,227,Skarmory,2,Normal,Steel,Flying,1.7,50.5,465,65,80,140,70,25.0,70.0,163.0,Slow,25.0,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5
279,228,Houndour,2,Normal,Dark,Fire,0.6,10.8,330,45,60,30,65,120.0,35.0,66.0,Slow,20.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
280,229,Houndoom,2,Normal,Dark,Fire,1.4,35.0,500,75,90,50,95,45.0,35.0,175.0,Slow,20.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
282,230,Kingdra,2,Normal,Water,Dragon,1.8,152.0,540,75,95,95,85,45.0,70.0,243.0,Medium Fast,20.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
283,231,Phanpy,2,Normal,Ground,,0.5,33.5,330,90,60,60,40,120.0,70.0,66.0,Medium Fast,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
284,232,Donphan,2,Normal,Ground,,1.1,120.0,500,90,120,120,50,60.0,70.0,175.0,Medium Fast,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
285,233,Porygon2,2,Normal,Normal,,0.6,32.5,515,85,80,90,60,45.0,70.0,180.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
286,234,Stantler,2,Normal,Normal,,1.4,71.2,465,73,95,62,85,45.0,70.0,163.0,Slow,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
287,235,Smeargle,2,Normal,Normal,,1.2,58.0,250,55,20,35,75,45.0,70.0,88.0,Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
288,236,Tyrogue,2,Normal,Fighting,,0.7,21.0,210,35,35,35,35,75.0,70.0,42.0,Medium Fast,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
289,237,Hitmontop,2,Normal,Fighting,,1.4,48.0,455,50,95,95,70,45.0,70.0,159.0,Medium Fast,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
290,238,Smoochum,2,Normal,Ice,Psychic,0.4,6.0,305,45,30,15,65,45.0,70.0,61.0,Medium Fast,25.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0
291,239,Elekid,2,Normal,Electric,,0.6,23.5,360,45,63,37,95,45.0,70.0,72.0,Medium Fast,25.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
292,240,Magby,2,Normal,Fire,,0.7,21.4,365,45,75,37,83,45.0,70.0,73.0,Medium Fast,25.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
293,241,Miltank,2,Normal,Normal,,1.2,75.5,490,95,80,105,100,45.0,70.0,172.0,Slow,20.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
294,242,Blissey,2,Normal,Normal,,1.5,46.8,540,255,10,10,55,30.0,140.0,608.0,Fast,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
295,243,Raikou,2,Sub Legendary,Electric,,1.9,178.0,580,90,85,75,115,3.0,35.0,261.0,Slow,80.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
296,244,Entei,2,Sub Legendary,Fire,,2.1,198.0,580,115,115,85,100,3.0,35.0,261.0,Slow,80.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
297,245,Suicune,2,Sub Legendary,Water,,2.0,187.0,580,100,75,115,85,3.0,35.0,261.0,Slow,80.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
298,246,Larvitar,2,Normal,Rock,Ground,0.6,72.0,300,50,64,50,41,45.0,35.0,60.0,Slow,40.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
299,247,Pupitar,2,Normal,Rock,Ground,1.2,152.0,410,70,84,70,51,45.0,35.0,144.0,Slow,40.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
300,248,Tyranitar,2,Normal,Rock,Dark,2.0,202.0,600,100,134,110,61,45.0,35.0,270.0,Slow,40.0,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0
302,249,Lugia,2,Legendary,Psychic,Flying,5.2,216.0,680,106,90,130,110,3.0,0.0,306.0,Slow,120.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
303,250,Ho-oh,2,Legendary,Fire,Flying,3.8,199.0,680,106,130,90,90,3.0,0.0,306.0,Slow,120.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
304,251,Celebi,2,Mythical,Psychic,Grass,0.6,5.0,600,100,100,100,100,45.0,100.0,270.0,Medium Slow,120.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0
305,252,Treecko,3,Normal,Grass,,0.5,5.0,310,40,45,35,70,45.0,70.0,62.0,Medium Slow,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
306,253,Grovyle,3,Normal,Grass,,0.9,21.6,405,50,65,45,95,45.0,70.0,142.0,Medium Slow,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
307,254,Sceptile,3,Normal,Grass,,1.7,52.2,530,70,85,65,120,45.0,70.0,239.0,Medium Slow,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
309,255,Torchic,3,Normal,Fire,,0.4,2.5,310,45,60,40,45,45.0,70.0,62.0,Medium Slow,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
310,256,Combusken,3,Normal,Fire,Fighting,0.9,19.5,405,60,85,60,55,45.0,70.0,142.0,Medium Slow,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
311,257,Blaziken,3,Normal,Fire,Fighting,1.9,52.0,530,80,120,70,80,45.0,70.0,239.0,Medium Slow,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
313,258,Mudkip,3,Normal,Water,,0.4,7.6,310,50,70,50,40,45.0,70.0,62.0,Medium Slow,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
314,259,Marshtomp,3,Normal,Water,Ground,0.7,28.0,405,70,85,70,50,45.0,70.0,142.0,Medium Slow,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
315,260,Swampert,3,Normal,Water,Ground,1.5,81.9,535,100,110,90,60,45.0,70.0,241.0,Medium Slow,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
317,261,Poochyena,3,Normal,Dark,,0.5,13.6,220,35,55,35,35,255.0,70.0,56.0,Medium Fast,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
318,262,Mightyena,3,Normal,Dark,,1.0,37.0,420,70,90,70,70,127.0,70.0,147.0,Medium Fast,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
319,263,Zigzagoon,3,Normal,Normal,,0.4,17.5,240,38,30,41,60,255.0,70.0,56.0,Medium Fast,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
321,264,Linoone,3,Normal,Normal,,0.5,32.5,420,78,70,61,100,90.0,70.0,147.0,Medium Fast,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
323,265,Wurmple,3,Normal,Bug,,0.3,3.6,195,45,45,35,20,255.0,70.0,56.0,Medium Fast,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
324,266,Silcoon,3,Normal,Bug,,0.6,10.0,205,50,35,55,15,120.0,70.0,72.0,Medium Fast,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
325,267,Beautifly,3,Normal,Bug,Flying,1.0,28.4,395,60,70,50,65,45.0,70.0,178.0,Medium Fast,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
326,268,Cascoon,3,Normal,Bug,,0.7,11.5,205,50,35,55,15,120.0,70.0,72.0,Medium Fast,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
327,269,Dustox,3,Normal,Bug,Poison,1.2,31.6,385,60,50,70,65,45.0,70.0,173.0,Medium Fast,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
328,270,Lotad,3,Normal,Water,Grass,0.5,2.6,220,40,30,30,30,255.0,70.0,44.0,Medium Slow,15.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
329,271,Lombre,3,Normal,Water,Grass,1.2,32.5,340,60,50,50,50,120.0,70.0,119.0,Medium Slow,15.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
330,272,Ludicolo,3,Normal,Water,Grass,1.5,55.0,480,80,70,70,70,45.0,70.0,216.0,Medium Slow,15.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
331,273,Seedot,3,Normal,Grass,,0.5,4.0,220,40,40,50,30,255.0,70.0,44.0,Medium Slow,15.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
332,274,Nuzleaf,3,Normal,Grass,Dark,1.0,28.0,340,70,70,40,60,120.0,70.0,119.0,Medium Slow,15.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
333,275,Shiftry,3,Normal,Grass,Dark,1.3,59.6,480,90,100,60,80,45.0,70.0,216.0,Medium Slow,15.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
334,276,Taillow,3,Normal,Normal,Flying,0.3,2.3,270,40,55,30,85,200.0,70.0,54.0,Medium Slow,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
335,277,Swellow,3,Normal,Normal,Flying,0.7,19.8,455,60,85,60,125,45.0,70.0,159.0,Medium Slow,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
336,278,Wingull,3,Normal,Water,Flying,0.6,9.5,270,40,30,30,85,190.0,70.0,54.0,Medium Fast,20.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
337,279,Pelipper,3,Normal,Water,Flying,1.2,28.0,440,60,50,100,65,45.0,70.0,154.0,Medium Fast,20.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
338,280,Ralts,3,Normal,Psychic,Fairy,0.4,6.6,198,28,25,25,40,235.0,35.0,40.0,Slow,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
339,281,Kirlia,3,Normal,Psychic,Fairy,0.8,20.2,278,38,35,35,50,120.0,35.0,97.0,Slow,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
340,282,Gardevoir,3,Normal,Psychic,Fairy,1.6,48.4,518,68,65,65,80,45.0,35.0,233.0,Slow,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
342,283,Surskit,3,Normal,Bug,Water,0.5,1.7,269,40,30,32,65,200.0,70.0,54.0,Medium Fast,15.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
343,284,Masquerain,3,Normal,Bug,Flying,0.8,3.6,454,70,60,62,80,75.0,70.0,159.0,Medium Fast,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
344,285,Shroomish,3,Normal,Grass,,0.4,4.5,295,60,40,60,35,255.0,70.0,59.0,Fluctuating,15.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
345,286,Breloom,3,Normal,Grass,Fighting,1.2,39.2,460,60,130,80,70,90.0,70.0,161.0,Fluctuating,15.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
346,287,Slakoth,3,Normal,Normal,,0.8,24.0,280,60,60,60,30,255.0,70.0,56.0,Slow,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
347,288,Vigoroth,3,Normal,Normal,,1.4,46.5,440,80,80,80,90,120.0,70.0,154.0,Slow,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
348,289,Slaking,3,Normal,Normal,,2.0,130.5,670,150,160,100,100,45.0,70.0,252.0,Slow,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
349,290,Nincada,3,Normal,Bug,Ground,0.5,5.5,266,31,45,90,40,255.0,70.0,53.0,Erratic,15.0,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
350,291,Ninjask,3,Normal,Bug,Flying,0.8,12.0,456,61,90,45,160,120.0,70.0,160.0,Erratic,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
351,292,Shedinja,3,Normal,Bug,Ghost,0.8,1.2,236,1,90,45,40,45.0,70.0,83.0,Erratic,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
352,293,Whismur,3,Normal,Normal,,0.6,16.3,240,64,51,23,28,190.0,70.0,48.0,Medium Slow,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
353,294,Loudred,3,Normal,Normal,,1.0,40.5,360,84,71,43,48,120.0,70.0,126.0,Medium Slow,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
354,295,Exploud,3,Normal,Normal,,1.5,84.0,490,104,91,63,68,45.0,70.0,221.0,Medium Slow,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
355,296,Makuhita,3,Normal,Fighting,,1.0,86.4,237,72,60,30,25,180.0,70.0,47.0,Fluctuating,20.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
356,297,Hariyama,3,Normal,Fighting,,2.3,253.8,474,144,120,60,50,200.0,70.0,166.0,Fluctuating,20.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
357,298,Azurill,3,Normal,Normal,Fairy,0.2,2.0,190,50,20,40,20,150.0,70.0,38.0,Fast,10.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
358,299,Nosepass,3,Normal,Rock,,1.0,97.0,375,30,45,135,30,255.0,70.0,75.0,Medium Fast,20.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
359,300,Skitty,3,Normal,Normal,,0.6,11.0,260,50,45,45,50,255.0,70.0,52.0,Fast,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
360,301,Delcatty,3,Normal,Normal,,1.1,32.6,400,70,65,65,90,60.0,70.0,140.0,Fast,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
361,302,Sableye,3,Normal,Dark,Ghost,0.5,11.0,380,50,75,75,50,45.0,35.0,133.0,Medium Slow,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
363,303,Mawile,3,Normal,Steel,Fairy,0.6,11.5,380,50,85,85,50,45.0,70.0,133.0,Fast,20.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
365,304,Aron,3,Normal,Steel,Rock,0.4,60.0,330,50,70,100,30,180.0,35.0,66.0,Slow,35.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
366,305,Lairon,3,Normal,Steel,Rock,0.9,120.0,430,60,90,140,40,90.0,35.0,151.0,Slow,35.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
367,306,Aggron,3,Normal,Steel,Rock,2.1,360.0,530,70,110,180,50,45.0,35.0,239.0,Slow,35.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
